title,body,date,language,assigned_topic,classif_result
A lovely welcoming hotel,lovely welcoming hotel good food caters taste knowledgeable staff good quality rooms,"Date of experience: June 27, 2017",en,0,rooms
A very pleasant stay here with a …,pleasant stay beautiful sea viewhowever hardly bars restaurants close hotel managed get great pizza across road power cut friendly service,"Date of experience: June 27, 2017",en,2,service
We are not satisfied with the return for us complaint,made a different hotel reservations galahotelscom pleased hotel bratislava corona pension budapest bad communicated complaints galahotelscom satisfied return give a stars galahotelscom,"Date of experience: June 27, 2017",en,6,service
Upgrade Room? I dont think so!,upgrade room made cup debut spoon take bag scalded fingers picked phone order spoon phone want working reception told housekeeping phones due flooding want told arrival apology manager 313 ground floor looked window a empty canzone sardines probably baked beans keep window closed case rats breakfast sat morning full english brought started cereal sent back course came back dried hard fried egg leaving sunday morning receptionist surlysome compensation due surely tony bowman,"Date of experience: June 26, 2017",en,6,rooms
Good Hotel.,good hoteliers good breakfast,"Date of experience: June 26, 2017",en,0,service
Excellent premises and staff very friendly,excellent premises staff friendly helpful rooms clean tidy comfortable could give a stars went one hottest days year air conditioning could open window pm fan supplied much noise leave night,"Date of experience: June 26, 2017",en,2,rooms
GalaHotels (and Hotel Siru too,galahotels hotel sir pretending sell services galahotel didst give hotel receipt cost a overnights cannot claim decompensation company shame,"Date of experience: June 26, 2017",en,6,rooms
Excellent Website for seaching a hotel room at  a cheapest rprice,easy find book room good hotel reasonable price surfing website galahotelscom highly recommend site every body,"Date of experience: June 26, 2017",en,6,rooms
Efficient and competitive,easy book offered best price hotel booked use,"Date of experience: June 26, 2017",en,6,rooms
Had no problems whatsoever,problems whatsoever good deal thank,"Date of experience: June 26, 2017",en,6,value
great fare,great fare everything perfect booking,"Date of experience: June 26, 2017",en,3,service
The hotel was very far from the centre,hotel far centre advertised just metres centre,"Date of experience: June 26, 2017",en,2,rooms
I decided to book the hotel the …,decided book hotel following week found discussed price gone 154 520 a star hotel would expect jump price therefore chose another hotel,"Date of experience: June 26, 2017",en,6,rooms
DO NOT TRUST,booked room a nights described a star inclusive resort arrive run hotel filthy dining room table coverings soiled covered flies flies around food buffet first room taken full length window broken top bottom taped together water matted hair floor second room deadbolt broken door phone didst work bathroom fixtures loose water pressure poor sleep furniture stacked door wrote complaint hotel clerk requested remainder reservation cancelled charges refunded hotel record galahotels booking agent booked reservation another agency jumbonline gala refused refund charges remaining a nights,"Date of experience: June 26, 2017",en,2,rooms
Horrible experience,horrible experiencegala hotels claimed a star hotel dump dangerous neighbourhood walked second walked then could get gala cancel reservation numbers loop recording hung charged hotel refused stay called gala declined cancellation charged us full horrible,"Date of experience: June 25, 2017",en,6,rooms
Best u.k hotel I've stayed in 5 star …,best us hotel live stayed a star equivalent excellent servicestafffacilities budweiser draught,"Date of experience: June 25, 2017",en,0,service
2 reservations 2 reservations cancelled …,a reservations a reservations cancelled without reasons payment,"Date of experience: June 25, 2017",en,6,service
Would not allow my friend into the room …,would allow friend room booked would allow show receipt pocket in early hours morning thought booked hotel room allowed come go please therefore get bed breakfast pay taxi home disgusting,"Date of experience: June 24, 2017",en,6,rooms
Scammed,booked night doubletree western gala hotels received confirmation email however turned hotel knowledge booking since fully booked turned us away despite calling every day since unable get hold gala hotels credit card charged,"Date of experience: June 24, 2017",en,6,service
Bad.,bad room price,"Date of experience: June 24, 2017",en,2,rooms
