title,body,date
No reservation made,Booked a hotel to stay at in Rome from gala hotels. Upon arriving at the hotel no reservation had been made. Gala hotels charged my credit card however as no reservation was made i had to pay the hotel directly aswell. Have now doubled paid for the hotel.....,"Date of experience: September 25, 2016"
perfect accomodation,"spacious bedroom with a good and a  large bed - bathroom very clean and new - wonderful and varied breakfast withkind kind waiters/resses at your service .The girl at the reception, though formally kind ,could only be more involved in answering customers' questions.","Date of experience: September 25, 2016"
No customer service,"We made the reservation and received the voucher for a nice hotel in Cayo Santa Maria, Cuba.  However, the hotel never received the voucher, and instead a lower class and cheaper hotel was sent a voucher from a travel agency that was used by GalaHotels.  We tried to contact GalaHotels by phone, and it is a scam, all extensions come with ""Voice mail for this extension has been disabled.""  GalaHotels is a travel aggregator which uses other travel agencies and since they do not have any customer service expenses, they can offer cheap prices. Sometimes you get lucky, as we had a few times before, but eventually you will get burned.  Before I did the review, I gave them a chance to explain and possibly remedy the situation, and I got the following case closure:""Thank you for your feedback. We will take all necessary actions in order to improve our work. We hope to be able to offer you more great hotels for any future travel plans you may have. Have a good day, Galahotels.com Customer Care Team"". Wow!!! They have prepackaged responses to all reviews, as you can see in the TrustPilot reviews. When they say ""an agent will contact soon"", it means that they send you an email to put your complaint in the Customer Service page, and you will end up with a case resolution as above.Never again.","Date of experience: September 25, 2016"
Staff up attentive and surly,"The breakfast was inadequate.  I had called ahead and explained that I was gluten free but no bread, or other products were avaliable, therefore breakfast was a slice of bacon and a tomato , one of each.  Staff we're unfriendly and everything seemed too much trouble trouble for them.  Room was adequate, valence was dirty.","Date of experience: September 25, 2016"
Liner hotel Liverpool,Excellent. Will definitely stay again.,"Date of experience: September 25, 2016"
"Lovely hotel, great location","We got a warm welcoming from a lovely receptionist who spoke very good English. Our room was spottless and bed very comfortable indeed. If you're a light sleeper, be warned, there is a noisy bar in the street corner.","Date of experience: September 25, 2016"
easy booking,good value site and easy to use,"Date of experience: September 25, 2016"
rati ng,excellent place for city break and travelling around,"Date of experience: September 25, 2016"
"uncomplicated, nice and may be again","nice services and unobtrusive,to recommend","Date of experience: September 25, 2016"
Didnt get my refund for 2 months !!!!!,I booked a hotel and had debit my visa card..a day after i recived an email offering lower category hotel ..i refused and asked for refund ..that was from 5 Aug 2016.. Its almost 2 months and am still Waiting !.. They replay very late and saying its ON PROGRES !,"Date of experience: September 24, 2016"
Excellent!,"I was very happy to get the new renovated room - called ""Quiet room"". It was really nice and clean room with bath! The staff was very friendly and I felt really welcome. Definitely will be back!","Date of experience: September 24, 2016"
Floris Brugge,Mini fridge in room would have been useful for 3 night stay but otherwise OK,"Date of experience: September 24, 2016"
Good hotel in perfect place,"I am very frequent traveler and often to Brussels.In case our events are going on in downtown I always choose Royal Windsor.Location is great-just 100 m to railway station or tube,brekafast is outstanding,internet is fast enough.Nothing to complain about.","Date of experience: September 24, 2016"
every think worked like a clock,"this hotel  was excellent. the staff gave very good service, answred and helped us,","Date of experience: September 24, 2016"
"All staff very friendly, helpful","All hotel staff were very friendly, helpful, food good like for 3 star hotel, location perfect,","Date of experience: September 24, 2016"
Transfer from airport dissaster,The transfer to the hotel from Havana airport that was complimentary given to me with booking never happened and I had to look for another transportation and pay for it. Even tho I had a confirmation that transporting agency never heard of me and since they didnt have my name on the list they didnt want to take me on their shuttle bus even when I showed a voucher and they were going the same way as I do. This was very unpleasent.,"Date of experience: September 24, 2016"
excellent stay,The experience was excellent and good .Highly recommended .,"Date of experience: September 24, 2016"
Good,"Good hotel, nice, quiet and clean. Friendly employers, only thing missing was a pool.","Date of experience: September 23, 2016"
great hotel Nazaries in Granada Spain,Manager Mr. Ortega Number One,"Date of experience: September 23, 2016"
Great place to do our reservation for the hotels,It was great and everything as we asked for. Thank you Gala hotels.,"Date of experience: September 23, 2016"
You booked the wrong hotel and nobody was available for support at the time.,"Chaotic, never again","Date of experience: September 23, 2016"
very  bad and dirty and very  bad service,this  Hotel  was very  bad bad service dirty  hotel  best  for  animal not  for  us,"Date of experience: September 23, 2016"
"Good hotel, good location, comfortable room","We have stayed here a few times now and a consistently annoying start is that, arriving around lunchtime, the room is never ready and usually we are left waiting up to an hour. Room is comfortable and has all the basics - free safe is a plus. However there are no English speaking TV channels!! Breakfast is ok but expensive at 15 euro - particularly as hot choice is limited to scrambled egg and (not great) bacon!! Staff are helpful and friendly - on my last visit there was a problem with the Wi-Fi - which lasted 2 days!! Generally speaking, this is a good hotel - with a few more improvements it would provide the perfect base - great location in centre of town.","Date of experience: September 22, 2016"
fantastic  hotel,We  We're made most welcome  and staff always ready to help and give advice when neededThe selection  of food was always  of a very high standard  and served with a smile. the manageress gave personal  attention  to all guests which I though  was good considering  they are so busywould  stay again  😂😂😂😂,"Date of experience: September 22, 2016"
Nice but small room.,Nice people and very clean.,"Date of experience: September 22, 2016"
Good price!,Everything went well and we respected the reserve provided.,"Date of experience: September 22, 2016"
Consistently Good,"Have stayed here 4 times in recent years and always found it excellent value, clean, and superbly located. The staff are always helpful and everyone is very polite. One minor gripe: one of the receptionists did not know where I could post a card, and I guess they don't have that as a facility, which many hotels do.","Date of experience: September 22, 2016"
Still trying to get through to customer services,"Although this room was booked and prepaid when the guest turned up with his valid prepaid hotel voucher he was told the room had been cancelled two days earlier by Gala Hotels, we had had absolutely no indication of this and no idea how or why it happened.  We, as an international company, will NOT be using them again.","Date of experience: September 21, 2016"
Great but...,It's a great hotel with nice rooms! The bar is amazing and the food delicious. But my bathroom has not be cleaned and I had hair on my bed. Therefore I rated the hotel with 3 from 5 stars.,"Date of experience: September 21, 2016"
Helpful and friendly very clean rooms,Staff very helpful. Rooms clean. Good food. Would use again.,"Date of experience: September 20, 2016"
Good value for money,"Some of the reviews I have read about this hotel have been rather negative. So if you want a sumptuous spread of delights to choose from at breakfast, then you had better book a more expensive hotel. Personally I found that the breakfast I was offered was actually perfectly acceptable. This is a budget hotel, after all. But it is in a decent spot - about 100 yards from the bus stop and a large supermarket, and close enough to the restaurants, bars, and Gouvia beach. The room was clean and comfortable and the staff were extremely helpful and friendly. Smokers are welcome too. Yes, the childrens play area has seen better days, but if you are just looking for a base from which to explore Corfu, then the Feakio will suit those on a tight budget.","Date of experience: September 20, 2016"
I was charged twice for a reservation,"This is the first time that I book a room through your site. Usually, I enter my credit card number as a guarantee. And i'm not charged on my credit card until I arrive at the hotel. It was not the case this time because I saw the debit one week before my arrival.I wanted to cancel the reservation but didn't know how.I had to pay for the room once more when i arrived at the Ibis Hotel at Lodz, Poland. I hope it's a mistake and you'll be able to pay me back.Thanks in advance.","Date of experience: September 20, 2016"
excellent price offer,"I've been using GalaHotels.com to book hotels in different European countries on several occasions over the last few years and have never been disappointed - clearly structured website with nice photos & relevant information, unrivalled price offers, easy to use booking system, never any problems with the reservation). What more can I say? Looking forward to using up my 'membership points' on my next booking ;-)","Date of experience: September 20, 2016"
Overnight stay,Our overnight stay was very enjoyable but spoiled slightly by the breakfast buffet closing at 10.15 am when it was supposed to be on until 10.30.we then had to wait 30 minutes for a cooked breakfast.,"Date of experience: September 20, 2016"
Most terrible hotel have stayed in ever,Terrible hotel,"Date of experience: September 20, 2016"
Hotel Metropole,"Your staff was great. However the room we were assigned was terrible. Room #23 smelled very bad. The toilet leaked, and the bed was very poor. This room needs attention. When we complained, your desk person immediately assigned us another room which was very good. We were more than pleased with this second room, your hotel's service, and breakfast.Thank you,Roger England","Date of experience: September 20, 2016"
Excellent service,Very nice friendly staff,"Date of experience: September 20, 2016"
Was easy to book,"Easy to book, decent prices","Date of experience: September 20, 2016"
Very good,All ok and perfect,"Date of experience: September 20, 2016"
Room rates extreme fluctuation,Room Rates and availability in Corfu hotels extremely fluctuated in a matter of two days. Had a great difficulty finding accommodations and ended up choosing a venue which was not among my sought and favored hotels.,"Date of experience: September 20, 2016"
Thought I'd been tricked,"Had booked and paid in August for 4 nights in Barcelona in September. When I arrived at the hotel the receptionist found no booking nor payment on my name or on GalaHotels, although I had received an email with a booking ID from GalaHotels. The information regarding the payment from GalaHotels to the hotel was missing from my GalaHotels account. I have called all the available telephone numbers from GalaHotels (UK, Spain, Turkey, etc.), but the automated system did not allow me to speak to a representative. After my stay, when I return home, I tried again to call GalaHotels. A man answered and when I enquired about my booking and payment he ended the call. The second time I called a woman answered and she did the same thing. I was so stupid to choose GalaHotels without doing some reserach beforehand.The following text is an edit after receiving the reply from GalaHotels: notice how the reply is an automated message, you will find it for many other reviews like mine, GalaHotels is not actually taking any action to resolve my issue.The following text is an edit after exchanging some more messages with GalaHotels: the hotel I had booked has received the payment from GalaHotels and has refunded my extra booking. So at this point I'm only left with the unpleasant experience, as I got my money back.","Date of experience: September 20, 2016"
Location was good and hotel was in good condision.,I´m satisfied that I reserved that hotel.,"Date of experience: September 20, 2016"
Good,Good accommodation and food. Staff are helpful and attentive. Just let down by bathroom fan not working,"Date of experience: September 19, 2016"
Value for money,Very good hotel with perfect atmosphere and good facilities.Great pool and very big breakfast variety..quickly check in-check out..,"Date of experience: September 19, 2016"
Totally satisfied by gala hotels,Very good price and super hotel in praha with galahotels  the best was the transfert with car from airport who wait us. Friendly and efficient. I recommend galahotels totally,"Date of experience: September 19, 2016"
Poor room and service,Iwas given a substandard room dingy and staff ignored my request for shower gel we were 2 and a very small amount was given,"Date of experience: September 19, 2016"
Good value for money.,"Overall a good hotel, friendly efficient staff. Comfortable rooms.  Bathroom,  although clean was very clinical like one you would find in a Bupa hospital. Good value for money.","Date of experience: September 19, 2016"
"Pleasant stay, no hassles","Friendly desk staff, pleasant stay overall.","Date of experience: September 19, 2016"
very good,Very good service!,"Date of experience: September 19, 2016"
Great for the airport,Couldn't be better. Everything went very smoothly.,"Date of experience: September 19, 2016"
Wonderful view and location,"The room was ok, but we really missed the air condition.  It was very hot when we were in Locarno in September.","Date of experience: September 19, 2016"
"good staff, poor hotel","Booking on line was straight forward,  cannot fault thatYour reply gives the idea I enjoyed my stay?? Did you actually read what I put???","Date of experience: September 19, 2016"
Adequate,"Room nice and clean, weather was sweltering over that week, really could have done with air conditioning in the hotel. Staff on reception very pleasant, hotel has a nice atmosphere. The only grey area for me was how easy it was to access all floors, as a single woman this did not give me a sense of ease.","Date of experience: September 19, 2016"
Alright ....,"Good location , room okay but the bed terrible soft .I think i will not choose this hotel again .","Date of experience: September 19, 2016"
Easy to book,Easy and quick to book at competitive rates and the hotel was well appointed and centrally located to where we wanted to be.  Rooms clean with comfortable beds and breakfast was ok.,"Date of experience: September 19, 2016"
Ok...,"The location was ok... quite area, easy to take bus 63 to Kings Cross and St. Pancrass. Breakfast was better than expected, coffee as aspected... Staff was friendly in general. The first day the toilet wasn't working and the manager said he would come be in 10 minutes... he didn't come. I went back to the reception and were told to go back to the room to pack my bag as they would move me to another room.At night a receptionist helped me get my toothbrush from the other room, very nice! So all in all too bad and not really good. Average  with a few flaws...","Date of experience: September 19, 2016"
Lack of attention to detail,"I was flying back from a business travel and very tired. I arrived at 9pm at the hotel and the first receptionist told me to hang on a minute and disappeared for more than 5 minutes. So I went back to queue and changed desk. This second receptionist was kind of condescending and when I asked her if I needed to book a table to the Grill Restaurant she said I didn't. So I went to leave my bag in my room and 20 minutes later I was in the restaurant. They didn't have any table left.Once in my room, I was cold (14 degrees outside and I came from a country in which it was 27) and the member of the staff told my by phone how to turn on the heating. It didn't work, only the air conditioning functioned perfectly well. I gave up, I took the extra duvet from the single bed and goodnight.The next morning I wanted to have a shower. I was in the bathroom with no clothes on but no hot water was coming out. I waited and waited but the water remained mildly lukewarm. So I had to wash my hair separately and then have a very quick shower. Very uncomfortable.That said, the place was elegant and the breakfast just amazing. For 120 euros per might I just would have expected more attention to detail, and since it's a hotel for people in transit, often for business, the staff should consider carefully that guests can be tired or stressed and do their best to help.","Date of experience: September 19, 2016"
"very good morning I do not enjoy anything because check the hotel and not my reservation, so I lost money pesimo thank you for your service",No body text,"Date of experience: September 19, 2016"
Very Good and good experience,No body text,"Date of experience: September 19, 2016"
Great Hotel Poor Service,Great Hotel- but  too busy  to complete the serving and care about there customers,"Date of experience: September 19, 2016"
4 stars for Cuba standars,"good location, at the Plaza Vieja corner,  heplfull staff, good breakfast, 3star cleaning, no elevater","Date of experience: September 19, 2016"
Great Service,Got a great room in the hotel I wanted at the best price available anywhere,"Date of experience: September 19, 2016"
Non-existing booking,Made a booking on the 12th of September for Friday 16th Sept at the City Hotel Cambridge St Glasgow. Received confirmation of the booking and a voucher code. So far so good.On the 14th of September contacted the hotel direct to be informed they had no booking.Used the gala web site to enquire - they responded.Your case CAS-42101-F9B1V3 has been received by our related department and one of our representatives will get back to you as soon as possible. Called hotel on the 15th same answer no booking. Tried to call Gala after waiting 8mins I hung up.I have since had a follow up email received on the 16th.Please be informed that we are still working on your request  CAS-42101-F9B1V3 . We will inform you regarding the result as soon as possible.Since then nothing,"Date of experience: September 19, 2016"
easy,1st time to use Galahotel.com and it is easy for booking,"Date of experience: September 19, 2016"
Poor service. From Reception to Room acoustics,"Trouble finding my reservationAdvertise free shuttle service, but had to pay for busAcoustics in building needs to be improvedBusses noisy and exhaust gasses awfull","Date of experience: September 18, 2016"
satisfactory,"I had a frustrating evening  at our arrival at the Hilton. They said they can't see  my  booking and the telephone number ,at my booking confirmation  is not their's .They did not have any rooms available. After waiting more than an hour they sent us to City West Hotel  which is very far from the Center. We spent the night and then were picked up by a taxi next morning.This ,what I belive is,over booking took about half a day of our vacation . Opening the suitcases, repacking  them again. ...We were told by the taxi driver that this happens very often with Hilton and Jurys Inn group.He said he was the 4th taxi called to City West for transfers to Hilton.The stuff in Hilton tried to be nice with some offers etc.but We were really upset.But I must say the Hotel -with location interior design rooms and breakfast -was  very good.","Date of experience: September 18, 2016"
simple booking,Simple and fast booking,"Date of experience: September 18, 2016"
average,"Beware the ""no refunds"".  They really mean it!","Date of experience: September 18, 2016"
Good hotel but not 2 minutes away messe,As stated on website,"Date of experience: September 18, 2016"
Exactly what was required,"Clean, basic and in an ideal location beside new street station.  Exactly what I required.  Thanks","Date of experience: September 18, 2016"
Good service,Easy to book rooms at a reasonable rate. Will use again.,"Date of experience: September 18, 2016"
"easy to use web, straight forward","I raised a case >CAS-35937-P0V9X2 Of course we all know "" all special requests are based on the hotel's availability""...but at least Galahotels.com should include a field for customers to voice their special request, things like a quiet room, upper floor, lower floor etc.  Customers come in all different shapes and sizes and ages e.g. many elderly customers cant walk long distances, thus a lower floor room is more appropriate, in case the lift doesn't work !!!","Date of experience: September 18, 2016"
Very comfortable,Very comfortable and frendly,"Date of experience: September 18, 2016"
Excellent in every respect.,I would certainly recommend this hotel to anyone look for special attention and a positive holiday experience.  Excellent service and attention from all concerned.,"Date of experience: September 18, 2016"
This is a very good hotel.,"Very modern and clean. Nice staff, very helpful.","Date of experience: September 18, 2016"
Expensive facility for a short stay,We booked in the week of out stay and it turned out to be an expensive option for 1 night. My advice to others is to book well in advance and book dinner as part of the option particularly if you have no car as there are no oth facilities nearby,"Date of experience: September 18, 2016"
Marriott Hotel Denia,Great venue with excellent and friendly staff.,"Date of experience: September 18, 2016"
Unacceptable,We needed Gala's quick assistance upon checkin The Flamingo in Las Vegas. After several attempts to get Gala on the phone (US/Europe/Turkey) without result we have sent 3 emails over 2 days via info@galahotels also with no reply. 5 days later still no reply...,"Date of experience: September 18, 2016"
Problem with cancelation and money back,"Hello,I was happy to find 2 rooms at the airport hotel that we like to use for traveling. I booked it two months advanced for good price. All that went well.I had to cancel one room because our companions were not feeling good and would not be able to make trip with us. What I thought would be ten minute thing turn out to several days deal. I started to cancel one room week ahead before I would have any penalty fee for cancelation. I got two inquires about which names to remove from reservation to cancel the room. I answered twice. Each question and answer took one day. I tried to call from Europe to their US line and UK line to talk to somebody, during business hours, but I got just waiting signal or automatic message.  I was not informed if cancelation was made, I had to call hotel to find out if I had one room or two rooms booked. I had just one so cancelation was made, but I got no info about it from GalaHotels.com. I have inquired about my money back for canceled room, but I have not received any answer to it or better any money back.For that reason I would not recommend this website to anybody. The booking went fast, but cancelation process was too long and stressful. And so far I have not got money back. It has been 8 weeks. I just posted another ""case"" on their webpage asking for money back. VH","Date of experience: September 17, 2016"
Vienna House Diplomat,"Great service, great breakfasts, quiet rooms!","Date of experience: September 17, 2016"
Rubbish,"I booked a room at the Ibis hotel online, all confirmation details correct but Gala managed to book a room at the ibis Budget hotel next door. Very disappointed and they have not even replied to my email telling them of the mistake. Rubbish site do not use.","Date of experience: September 17, 2016"
excellent,"Nice,nice,nice","Date of experience: September 17, 2016"
Excellent!,"Easy booking, best rate!","Date of experience: September 17, 2016"
VERY GOOD,MUST WRITE MORE INFORMATIONS ABOUT HOTELS.,"Date of experience: September 17, 2016"
It was a perfect stay,"Small but cosy hotel, ideal location, helpful staff","Date of experience: September 17, 2016"
good quality for the price,"Good location. Free parking on the street in front of the Hotel. Renovated with very nice decoration. Small but very functional rooms. Comfortable bed, air conditioning, spacious cabin shower, cable TV and free wifi throughout the hotel. Diversified buffet Breakfast. Excellent price.","Date of experience: September 17, 2016"
First class service,I have stayed in Cuba in one hotel and now staying in South Africa in 3 hotels up to now with more to come before this holiday ends and the service from GalaHotels has been perfect.,"Date of experience: September 17, 2016"
no ac,do not use this hotel.I am Maltese and I am ASHAMED of this place,"Date of experience: September 17, 2016"
I got what I expect and it was good choice,Nice experience and as expected,"Date of experience: September 17, 2016"
Horribel misleading,"Lost money on a horrible misleading booking where map service shows location on a whole other location than hotel address. Check address before booking, better yet, don't book through this service!Tried to plea for a refund, but only got one simple answer where they refused and didn't answer me on follow up questions.That was a big loss of money with no value in return😥","Date of experience: September 16, 2016"
Bad experience,"Arriving after a long journey we had to wait for 15 pm for chekin . We say that the Chekout is at 10 am ... this is not a full day is 19 hours . Luxe room was contracted with lake views duble but we awarded at the 6th . floor with a balcony that could not see the lake on your right quality . To request a change the traato was very bad and contemptuous ... "" for the price we paid we want you..."" I wanted to know what they had gained in the hotel ... € 99 . I pay 140 per booking online! but they would not say . I hid reality with a bad deal. In short, very bad experience. Too bad not to take advantage of the environment in this hotel.","Date of experience: September 16, 2016"
Simpel standard,"Far away from Paris centrum, special bad smell in the bedroom and no oxksygen in the room so we had to keep the window open so anyone  could climb in from the street","Date of experience: September 16, 2016"
Customer service?  What's that?,"Used Gala to book a hotel in Havana which I cancelled when we booked a different hotel using them.  Their email acknowledging the cancellation said a refund could take 'upto 21 business days' to be processed.  A month has passed since I cancelled the first reservation and not only have I not received the refund, it is proving impossible to communicate with any human being at Gala.  Their phone number extensions all have messages saying that that extension is not connected and their 'live help' is clearly an automated computer programme which for the past half hour has periodically sent me the same 'I'm sorry for the delay. I'll be right with you' message.  Absolutely rubbish!","Date of experience: September 16, 2016"
Good hotel,"Good location, clean hotel.","Date of experience: September 16, 2016"
Client service very poor,I made a mistake with the date on my booking and requested a change to the following day did not want a refund the hotel could not change it without you speaking to them Despite you telling me over the phone that you would phone the hotel this didn't happenSo there was no change Our money and booking was wastedWe could not pay again for the following day so we had to travel to the airport on the day of our travel At 70 years old this made our journey difficult I will not be recommending or booking with you again,"Date of experience: September 16, 2016"
Excellent hotel at a very reasonable price,"We booked an excellent hotel with very professional, polite staff, who did everything to make our stay as comfortable as possible.  One of the best prices available was through GalaHotels.com, and we will be using them again.","Date of experience: September 15, 2016"
Good quality hotel,Good hotel . Nice and traditional. Nice inside . Still looks from 1914.s Bedrooms still from then tough and the noise from outside gets in some. Still all staff nice and good food. Tour guides outside a pain but you get used to them . Overall good plce to stay,"Date of experience: September 15, 2016"
Great place to book your next vacation,We booked a great resort in Playa del Carmen at a great price. we had a great time and customer service was great on the actual resort and when we contacted galahotels to make changes.,"Date of experience: September 15, 2016"
Gala hotels,We wiil book with gala hotels again the prices were fantastic.,"Date of experience: September 15, 2016"
Hotel experience was the least pleasing and comforting ever. Real struggle with services and staff,"I had one of the worst experiences with the hotel I picked through your website. I made booking with Taksim Star Hotel. I tried to communicate with them before arrival but in vain as they don't answer emails nor Facebook messages ...etcMy wife arrived to be told no room was ready , hotel ewe under maintenance and some services not available. She was left at reception for two hours before someone ( supposedly hotel manager) arrived to inform her they would transfer us to another hotel named Grand Star Hotel and claiming it was better option . She accepted and moved to find out air condition is not working . She contacted reception who claimed they were fixing it . It was not repaired until I arrived in the same evening and then we were told ( after checking 4 times) that it won't be fixed until the following day ! We were advised to keep windows open for ventilation ! When my wife tried to open the window it fell off right on her knee !! When we thought that was enough , we went to the reception and requested to be transferred back to our originally booked hotel . We were told to go there and check it ourselves. When we went , the receptionist refused and simply blamed us for accepting to move . We spent more than one hour of heated discussion but reached no where . We were forced to go back to a hotel room with no air condition and with hazard having already suffered the shock of a window falling on us ! We spent terrible night sweating . Then the air condition worked for only two days before it went malfunctioning again ! We couldn't tolerate such poor conditions and there was no much cooperation from hotel staff at grand hotel or at Taxim star who were simply deceitful and so impolite ! We had to check out on 11 although we paid until 13 and we moved to another hotel losing our money and unfortunately the convenience of spending vacation in a pleasant ambience .We have been traveling for 15 years and that was surely the worst experience ever .","Date of experience: September 15, 2016"
Terms and Conditions not applied for change of date,"I don't know how you asked for my comments as I did not stay in the hotel on the night.  I actually made a mistake of one month in my booking but realised immediately and was relieved to see that I could change my booking until 12 September.  At 7 pm on the 12th I changed the booking.  The next day I was told that I could not make the change and was charged the full fee.  No one is available on the phone system, you can only leave messages which are ignored.  I have left messages and emails but without the courtesy of an answer.","Date of experience: September 15, 2016"
No booking!!!!!!!!!!!,I booked on the 23rd of August 2016 to stay for 1 night at the hotel. I have a pre paid voucher with a booking ref and the money was taken out of my account on 24th August 2016. When I arrived at the hotel the had no record of any booking and and were fully booked. So was the whole of Telford and there was a big show on at the International centre. We had to pay nearly double the price and drive 35 mins to the only place near to get a room for the night.,"Date of experience: September 15, 2016"
Connect Hotel Arlanda,"This is a great little hotel, clean, convenient, close to the airport with shuttle service. Food is good too.","Date of experience: September 15, 2016"
Thanks for your work,"From the girlfriend I learned about GalaHotels. Always we try to reserve hotel at you. Thanks for service, prices, discounts, support.","Date of experience: September 15, 2016"
No airport pickup,"The Hotel was basic but acceptable for the price. However, I was not provided with the Jumbo tours connection from the airport. I spoke with Jumbo reps. at the airport on arrival but was told I was not on their list and would have to make my own way. Again at the hotel they even charged me for the call to Jumbo provided on my Gala booking form but the Jumbo rep said he could not help.This cost me 45 CUC in total.","Date of experience: September 14, 2016"
Great quiet location and good breakfast,We ejoyed our stay close to the museums and good restaurants.  Staff were very attentive.,"Date of experience: September 14, 2016"
Thank you for very nice accomodation.,"Corner Hotel was a very pleasant place to stay for few days to discover the cosy city of Vilnus.It is located in 15-20 min from the centre.Your stay will be quite if you ask for the room that looks at the courtyard not the main street. Just ask for it and you will have it as we did.Rooms are nice, simple and clean providing everything necessary for comfortable stay. If you need something special, just again ask for it.The breakfast which is included in the price was always good, freshly cooked and nicely served - fresh bread, some patisserie, hot meals, vegetables, porridge, cheese, flakes, drinks and so on. We really enjoyed our mornings there.Otherwise, it was not very quite at times but it happened only due to the day of the week - if it is the weekend you will hear lot of people enjoying themselves. But it is life!)I do recommend this place. And thank everyone that makes the stay at The Corner Hotel pleasant.","Date of experience: September 14, 2016"
Excellent Service,"Spotlessly clean ,friendly staff .Highly recommended","Date of experience: September 14, 2016"
very bad,very bad smell in room did not stay in the hotel.,"Date of experience: September 14, 2016"
Big hotel which is OK but not mind blowing,"Stayed for two nights recently, the staff were great but some areas need updating, mainly the carpets in the corridors to the rooms. I wanted something from the fridge but I could not open it despite having left my credit card details with the front desk. When I called they wanted to send someone to look at it so I just ordered a drink from room service which was more expensive. The breakfast was OK but not outstanding and in the morning when I was packing to leave the TV did not work. All in all not bad but there were a couple of incidents that were frustrating.","Date of experience: September 14, 2016"
Admire the inside and ignore the views.,Impressive reception area and public areas and the two rooms we occupied were comfortable with good facilities but no outlook to speak of.Breakfast was good and the staff efficient and polite.The dinner we had was excellent for quality and value.,"Date of experience: September 14, 2016"
"Very good breakfast,few minutes walk from interlarken west train ststion","Very helpful staff,nice rooms ,there is a mild smell around hotel & inside...","Date of experience: September 13, 2016"
Problemless :),Several times l had used this website and had no problem.,"Date of experience: September 13, 2016"
"Very good,","very comfortable, nice staff and good location.","Date of experience: September 13, 2016"
Great Little Airport Hotel,Staff spoke English - thank you.Clean and tidy - good bed.Nice breakfast.,"Date of experience: September 13, 2016"
Good service good price,We are very happy Galahotels Service. The prices were better as by other Hotel Provider.,"Date of experience: September 13, 2016"
great,"Great hotel, great breakfast and good location..","Date of experience: September 13, 2016"
Did not get what was payed for,No body text,"Date of experience: September 13, 2016"
Great hotel! Neighbouring Building work a negative,"The hotel and facilities were great, the staff were welcoming, although the Head receptionist could be a bit more curtisous and maybe smile more. My only negative issue was the building work next to hotel and timing of the very very early laundry van made it hard to get a full nights sleep. I would definetly go back if/when these issues are addressed","Date of experience: September 13, 2016"
Great experience.,A great experience as usual.  I use tht airport hotel all the time. Excellent staff comfortable rooms and great food.,"Date of experience: September 13, 2016"
peace of mind,good service,"Date of experience: September 13, 2016"
Five star!,Fantastic hotel and really friendly staff!,"Date of experience: September 12, 2016"
best recommendation,"bus shuttle excellently organized, very friendly staff, room very clean and pleasant","Date of experience: September 12, 2016"
Great,"Great site, it was very easy and secure.","Date of experience: September 12, 2016"
Everything ok,Without any problems,"Date of experience: September 12, 2016"
the car park fee,"Very clean room, friendly staff, we enjoyed       our stay in this hotel. The only minus was the car park fee 6 Euro per night, which we did not expect . The car park is free only during the day, you have to pay for night.","Date of experience: September 12, 2016"
the personal was really non cooperative they leaved me 7 ours waiting before the check-in,The staff was really non cooperable they leavex 7 ours waiting before the checkin. Albergo non aveva ne sciugamani ne lenzuole. Gemischet zimmer with 6 bedsin an small room mans with womens with different ages and races. In a few words was a terrible non pleasant. I stayed morr out to escape...,"Date of experience: September 12, 2016"
"quiet hotel, convenient location. clean warm and comfortable","Comfortable bed  good shower,TV kettle ironing board .good cooked breakfast Pool table in the bar. good security and well run.  Have used this hotel previously and very happy to use again.","Date of experience: September 12, 2016"
Pity parking was over expensive,Ok but parking longterm is a rip off! !,"Date of experience: September 12, 2016"
it was very good experience stay on this hotel. it was good service i am very happy to choosed this hotel during my paris visit.,absolutly good service. love it timhotel paris.,"Date of experience: September 12, 2016"
A great place to stay😊,I stayed in this hotel recently for three nights with my sister. The facilitates are good and it is only takes about 10minutes from Stockholm City Station. Even though the hotel is currently close to a building site it has great potential and I'm sure the area will look great when finished. It was a shame however that the steam room wasn't working but we did have full access to the sauna. The staff were really helpful and our room was of a good size and clean.,"Date of experience: September 12, 2016"
Easy process,"Had never heard of Gala before they appeared on my regular hotelscombined comparative search when looking for my accommodation.The booking process worked well, though it might have be good to get back later the hotel's own booking reference (in this case Travelodge), when obtained.Would happily use Gala again.","Date of experience: September 12, 2016"
The home was in noise a lots of noise we cannot sleep we had a lot of problems with the water .don't tell it's close to to everything and the food it's OK and the people over there are very nice but t,to everything and the food it's OK and the people over there a very nice birthday and we didn't have a good time over the,"Date of experience: September 12, 2016"
Perfect,It was nice staying in this Hotel as they Attend to us with Love and Respect.. the Room was beautiful and everything about it was nice.. I wish to come again to Experience the swimming Pool..,"Date of experience: September 12, 2016"
Shame about the Hilton!,"Shocking service in the bar, people waiting well over an hour for a bar meal. No food avail after 11pm when most people are coming back from concerts etc.  Queuing round the block for breakfast, staff running round like headless chickens.Room so tiny you couldn't swing a cat round, only 1 towel in the bathroom. Unexpected 7am call which wasn't for us. Food okish. Lots of people complaining. Complaints dealt with by Assistant Manager on exit, hope our stay in Oct is better than this! We appreciate it was a very busy weekend!","Date of experience: September 12, 2016"
Evicient,the service I received was prompt and evicient,"Date of experience: September 12, 2016"
Perfect location,Nice friendly hotel on perfect location!Out room was a bit dark because iT was on the back site of the hotel.Lovely breakfast and coffee and tea whole day long,"Date of experience: September 12, 2016"
