title,body,date,language,source
DO NOT BOOK WITH THEM.,book theme site closed going hire turkish lawyer group prosecutionthe story us november 2018 booked hotel dubai of days january 2019 arrived middle night hotel dubai booking cancelled answers neither email neither callsclient prague,"Date of experience: January 11, 2019",en,Gala Hotel
Frauds and crooks,worst company ever done means deal galahotels really total scam took money cancelled reservation two weeks showed hotel didst find got told reservation cancelled crooks also report credit card fraud department one would talk respond bunch crooks,"Date of experience: January 07, 2019",en,Gala Hotel
Hotel said reservation was cancelled…,hotel said reservation cancelled upon arrival,"Date of experience: July 30, 2021",en,Gala Hotel
"Don't use a company called ""Gala…",done use company called gala hotels book discounted hotel rooms booked paid advance room two dates birmingham airport neither reserved pay date of emails still replied contacted pass contacts email face book hopefully scam artists wont opportunity rip anyone else,"Date of experience: January 07, 2019",en,Gala Hotel
Fraudulent Provider,fraudulent provider money paid galahotels hotel booking never got hotel resulting cancellation found upon arrival reservation cancelled tried reaching galahotels get refund phone numbers listed disconnected one responded emails book gala hotels,"Date of experience: January 07, 2019",en,Gala Hotel
Hello,hello happened boyfriend another couple booked thru booked hotel of december six nights 570euros called hotel today of december informed booking cancelled way get touch galahotelsmy friend also called find well theban anybody please inform us way sue,"Date of experience: December 27, 2018",en,Gala Hotel
Do not use,booked november 2018 arrived hotel january 2019 find hotel cancelled pay process trying claim back money never reviews time feel strongly done want anyone else get ripped book gala hotels take money cancel reservation,"Date of experience: January 21, 2019",en,Gala Hotel
Never use this company! It's supposed they are bunkrupt!!!,shocked booking ecohotel vilnius lithuania debited money card a days sent letter hotel cancel booking came hotel tried call answer phones sent complains response hotel couldn't checking us without confirmation stay street paid hotel avoid company,"Date of experience: December 28, 2018",en,Gala Hotel
Scam scam scam,scam scam scam booked short time later money taken account later read adverse reviews checked booking hotel told hotel booked booking cancelled following day galahotels sizeable amount money nothing show texted emailed phoned success absolute bunch thieves,"Date of experience: December 24, 2018",en,Gala Hotel
Group lawsuit against Gala hotels,hi lets gather together group prosecution gala happened us well stole 3000 dollar us cancelling reservations checked new years evening anyone interested gather together please write private thanks that right thing criminals,"Date of experience: January 11, 2019",en,Gala Hotel
Fraudulent Provider,of december booked double room ibis centre milan galahotelscomsame day room payed credit card 15160 of december arrived hotel personal desk hotel done reservation cancelled tried call numbers emergency nobody answer phone done receive account lonely answer working complaint total fraud,"Date of experience: January 14, 2019",en,Gala Hotel
Avoid them,avoid scum live booked room jury hotel sheffield arrived told room cancelled thankfully give another room thanks hotel emailed straight away inform response a weeks phone number doesn't work avoid avoid scum,"Date of experience: January 02, 2019",en,Gala Hotel
was scamed as well !!! dont use it,scared well booked hotel family cancelled without notice find arrived hotel luckily found place family sleep tried call numbers doesn't exist sent emails reply will need ask bank chargeback involve police company registered cyprusturkey,"Date of experience: January 22, 2019",en,Gala Hotel
DO NOT TRUST THIS COMPANY,trust company booked online november hotel warsaw january took payment immediately arrived said booking cancelled december pay rack rate hotel emailed query phone number receipt says sorry caller unavailable,"Date of experience: January 17, 2019",en,Gala Hotel
