title,body,date
Easy peasey,Easy peasey.  The computer process was simple & the hotel was waiting for us,"Date of experience: October 17, 2018"
"In my experience using Hotels One,","In my experience using Hotels One,It is very easy to find and book the room I need in less than 5 minutes, get a great deal and have peace of mind knowing that everything will go as planned.","Date of experience: October 17, 2018"
The only problem,"The only problem, and it goes for any of the booking sites, is that if you need to make changes, you have to go through that site, the hotel will not even discuss it with you, even if they are looking at your reservation as you speak with them, and having to press 1 for English, then you get to speak with someone either from the Philippines, or the Middle East.","Date of experience: October 17, 2018"
"it was a nice hotel,however due to…","it was a nice hotel,however due to weather we had to cancel second day and never got credit for the cancelled day. Will never use Hotels One again to book a room.","Date of experience: October 17, 2018"
The staff was EXCELLENT,The staff was EXCELLENT. We had a great time!!!,"Date of experience: October 17, 2018"
three star..average,Booked with daughter and grandsons.  Certainly not luxury and internal bathroom window was major privacy fail,"Date of experience: October 17, 2018"
Wonderful stay,Wonderful stay. Will be back,"Date of experience: October 17, 2018"
"Easy, prompt, and helpful.","Very helpful. Though I had to shorten my stay, but there was no clear advice on how to cancel the initial booking.","Date of experience: October 16, 2018"
Ease of booking and quality of…,Ease of booking and quality of accommodation is what is described,"Date of experience: October 15, 2018"
Except for a mixup with London Gatwick…,"Except for a mixup with London Gatwick Hilton where they didn't have our reservations (which got straightened out), HotelsOne was very good.","Date of experience: October 15, 2018"
Great experience,Great experience. Easy to use website. Facility we stayed in was excellent! Highly recommend!!!,"Date of experience: October 15, 2018"
Everything was exactly as planned,No body text,"Date of experience: October 14, 2018"
Easy to navigate,"Easy to navigate, clean transaction, no issues, good follow up.","Date of experience: October 14, 2018"
Outstanding.,"Outstanding.! The staff was always helpful. Our families from all over meet in Harper, KS for a memorial service and spent the weekend together.  They provided a meeting room for us and offered help where needed. Will see stay again!","Date of experience: October 12, 2018"
Satisfied,First time that I used HotelOne. Got a great price and the website was easy to navigate.,"Date of experience: October 12, 2018"
Clean,"Clean, beautiful room. Gorgeous views. Close to everything!","Date of experience: October 12, 2018"
I had a very enjoyable and peaceful…,I had a very enjoyable and peaceful experience,"Date of experience: October 12, 2018"
Very happy overall,No body text,"Date of experience: October 12, 2018"
HotelsOne - An excellent website,I found the HotelsOne website easy to use and with a prompt confirmation of reservation.  It also provided the necessary link within the email confirmation to make changes should they be necessary.,"Date of experience: October 11, 2018"
Everything delivered as promised.,No body text,"Date of experience: October 11, 2018"
Traveling with your pet can be tricky,Traveling with your pet can be trickyTrying to find fees on websites ectRed roof takes pets no extra chargeReally great,"Date of experience: October 11, 2018"
This website is a total scam!,"This website is a total scam!! It makes it appear as though you are on the hotel website. They let me book a room in a hotel on a day the hotel is closed and then gave me issues refunding my money! Why would a service let you book on a day they're closed!! The guy was rude and called the hotel himself, then came back and told me I was p****d off and owe him an apology. For what!? Your company screwed up! I still haven't received confirmation that I am getting refunded.","Date of experience: October 11, 2018"
Very efficient.,I was able to locate all pertinent information without any difficulty.,"Date of experience: October 10, 2018"
HotelsOne is garbage,HotelsOne is garbage. They are hidding fees!!I would recommend any other online booking or go directly with the hotel. I had so much trouble and I was never able to learn how much taxes or services fees I paid and to who I paid them...,"Date of experience: October 10, 2018"
Great service and friendly well trained…,Great service and friendly well trained staff,"Date of experience: October 10, 2018"
Great little hotel,"Great little hotel, very good value for money. Comfortable bed","Date of experience: October 10, 2018"
Had no problems and was super easy to…,Had no problems and was super easy to reserve our room!,"Date of experience: October 10, 2018"
La Sally a great hotel and hotelsone…,La Sally a great hotel and hotelsone made my reservation  and all was great.,"Date of experience: October 10, 2018"
Very good hotel,"I did stay at somewhere hotel Tecom Dubai for 2 nights last week. It was great. Different kind of Bands in the bar, great staff, excellent food price and very comfortable hotel. Definitely I recommend this hotel.","Date of experience: October 10, 2018"
Went well,Went well. No problem with this booking.,"Date of experience: October 10, 2018"
It was an excellent experience,"It was an excellent experience, and I would go again.  Very clean, and the location is great.  Food was fabulous!  My sister, and I went, and she's going to bring her husband there soon.","Date of experience: October 10, 2018"
easy!,Handled our reservations extremely well and easy!Thanks!,"Date of experience: October 10, 2018"
Good site with competitive rates.,No body text,"Date of experience: October 10, 2018"
Great experience and great place to…,Great experience and great place to stay. I would highly recommend.,"Date of experience: October 10, 2018"
A good service that led to a great deal.,"We got a fantastic price for this good, heritage hotel close to everything in the centre of town.  There were three couples in our party and each was very happy with their room.","Date of experience: October 10, 2018"
The elevator doesn’t work,No body text,"Date of experience: October 10, 2018"
This was excellent for last minute…,This was excellent for last minute reservations in an area that I was unfamiliar with.,"Date of experience: October 09, 2018"
Excellent location,Excellent location. I wish the renovations included the rooms. The cigarette stain ceiling reminded me of when they allowed smoking in hotels. The toilet is too small for tall men and the elderly.,"Date of experience: October 09, 2018"
Very friendly staff,Very friendly staff. Clean & roomy accomodation. A quiet place to relax and unwind following a road trip.,"Date of experience: October 09, 2018"
The Rodd hotels are special-- great…,The Rodd hotels are special-- great accommodations-friendly staff. My wife and I enjoyed the Rodd Equity golf tournament some years back and got to meet members of the staff.,"Date of experience: October 08, 2018"
No hassle,No hassle - Smooth and precise transaction.,"Date of experience: October 08, 2018"
I feel you can update your window…,I feel you can update your window covers.,"Date of experience: October 08, 2018"
Graet hotel with very freindly and…,Graet hotel with very freindly and helpful  staff Great food at dinnerComfortable and clean room,"Date of experience: October 07, 2018"
You fool us into believing this is a…,You fool us into believing this is a website run by the Hotel but it's a scam!   I prefer to do business with reputable companies.,"Date of experience: October 07, 2018"
Very nice hotel,Very nice hotel. Great airport location.,"Date of experience: October 07, 2018"
all very transparent and straight…straight forward online booking,all very transparent and straight forward. Thanks,"Date of experience: October 06, 2018"
After some difficulty with booking a…,After some difficulty with booking a hotel which was largely due to my age and my lack of understanding of the way the  internet works all was well in the end.,"Date of experience: October 06, 2018"
Would give zero stars if I could,"Would give zero stars if I could.  Don’t use this company. Cancelled a reservation within policy and HotelsOne claimed they refunded me, but they did not.  Worked with credit card company....no refund was issued by HotelsOne despite them sending me a confirmation of credit email.  No responses to emails to HotelOne.  Feels like theft to me.","Date of experience: October 06, 2018"
Excellent hotel at an excellent cost,No body text,"Date of experience: October 06, 2018"
I enjoyed our overnight stay at Hampton…,"I enjoyed our overnight stay at Hampton Inn Arroyo Grande/Pismo immensely.   Friendly staff, clean lobby, comfortable rooms!   I was thrilled with the whole experience 😊","Date of experience: October 06, 2018"
Super easy,Super easy. Will use it going forward.,"Date of experience: October 06, 2018"
Process is fine except it doesn't…,"Process is fine except it doesn't address pets.  The hotel accepts pets, and I know this hotel has special pet rooms, which I requested via the ""request"" window.  I have confirmation on a room, but it doesn't confirm that it is a pet room, and that can be a problem when trying to check in.","Date of experience: October 05, 2018"
Large clean comgortable rooms with…,Large clean comgortable rooms with helpful friendly staff,"Date of experience: October 05, 2018"
Great place to stay,Great place to stay.  The beds was so comfortable...woke up for the first time in a long while without back pain.  Staff very helpful.,"Date of experience: October 04, 2018"
people answering phone couldn't…,people answering phone couldn't understand English or spell simple town names I had to repeat three times got frustrated and called hotel directly.I will never use your service again you suck.,"Date of experience: October 04, 2018"
Good experience,No body text,"Date of experience: October 04, 2018"
Reliable service,Reliable service. No problems with reservations. Received a better rate than expected.,"Date of experience: October 04, 2018"
Fast Easy Reservation,Fast Easy Reservation.  Quick refund when my stay was cut short.,"Date of experience: October 04, 2018"
I always loved staying at the Glen View…,I always loved staying at the Glen View Inn.The rooms are very nice and also the staff.The dining room is to die for and the food is exec.My Husband and i have been going there for 18yrs.Can't wait to go back.Regina and Dave Hiscock.,"Date of experience: October 04, 2018"
"very user friendly,great service.Do you…","very user friendly,great service.Do you have any advice on how to get discount tickets for entertainment in this area?","Date of experience: October 04, 2018"
Easy to use,Easy to use. People friendly,"Date of experience: October 03, 2018"
Wonderful experience everything was…,Wonderful experience everything was pleasant.  Rooms were clean definitely recommend,"Date of experience: October 03, 2018"
Third visit here,"Third visit here, good experience each time.  Only complaint, first visit was placed on second floor, didn’t know there wasn’t an elevator, had to wait two nights to get down to first floor, bad knees & back made for difficulties during first days stay!","Date of experience: October 03, 2018"
The staff was very friendly and…,The staff was very friendly and courteous. The rooms was clean and neat. I enjoyed everything about my stay there,"Date of experience: October 03, 2018"
Great for a short stop,"Great for a short stop, which is just what I wanted.  Ideal location, clean and comfortable, pleasant and obliging staff..","Date of experience: October 03, 2018"
Impossible to Cancel,"This website/company makes it nearly impossible to cancel a reservation.  It wasn't clear upon booking that my card would be charged immediately.  Once I checked my account, I immediately went to my confirmation to try and cancel.  There wasn't a button or link to direct me on how to do so.  I called the number listed on the website and was told it was a wrong number!! What company lists another company's number as their contact that isn't trying to get over?  I had to literally press on almost every link on their site to get to locations and I called the number there.  Eventually I did get the cancellation, however I'm told it could take up to a week for me to receive my funds back in my account.  I expressed how difficult it was to get in contact with someone.  If there was someone who wasn't as computer savvy as I am, they would've been out of money.  This is bad business and very misleading.  I will never book through hotelsone.com every again!","Date of experience: October 02, 2018"
First class on line booking,I believe this to be the easiest on line booking I have ever made,"Date of experience: October 02, 2018"
"allapartments, Bordeaux",Good service and clean but no safe in the hotel room.,"Date of experience: October 02, 2018"
Great location and staff,Great location and staff. Very comfortable stay.,"Date of experience: October 02, 2018"
Rooms were double booked and not yet…,Rooms were double booked and not yet refunded a week later.I hope to hear soon  Art Pateman,"Date of experience: October 01, 2018"
I may have rated my experience already…,"I may have rated my experience already with the hotel, but it was a good price in a last minute emergency, & everything I could possibly need was available. The reservation went like clockwork. The hotel staff were exceptionally courteous, service oriented, & supportive to answer & resolve questions. (A few more directions to setting alarms, finding moderate movies, and a fresh snack selection could make it perfect.) The shuttle chauffeurs were both excellent too. mms","Date of experience: October 01, 2018"
Good amenities,"Free parking, good variety offered for breakfast, and great location.  Internet was down one of our two nights there, inconvenient for us but we did not have medical tests/appointments to keep.","Date of experience: October 01, 2018"
Hotel as described booking easy .while…,Hotel as described booking easy .while experience excellent,"Date of experience: October 01, 2018"
Very helpful staff shuttle service a…,Very helpful staff shuttle service a bonus,"Date of experience: September 30, 2018"
Abcd,Aaaaaaaaaaaaaaaa,"Date of experience: September 30, 2018"
Very easy and informative.,No body text,"Date of experience: September 30, 2018"
Always an enjoyable experience,"Always an enjoyable experience. Best location possible, friendliest staff, ultra clean rooms and lively atmosphere. Truly 5star.","Date of experience: September 30, 2018"
Will use again,Great deal on a last minute booking.,"Date of experience: September 29, 2018"
I was pleased with the help given by…,I was pleased with the help given by HotelsOne. The booking was easily and quickly done.,"Date of experience: September 28, 2018"
Quick,"Quick, Fast, and Easy","Date of experience: September 27, 2018"
We were able to book a better hotel…,We were able to book a better hotel within 18 hours of requiring it. The process was easy and the accommodation was exactly as portrayed . Great way to book rooms.9,"Date of experience: September 27, 2018"
This is a privately owner hotel and it…,"This is a privately owner hotel and it is wonderfully comfortable, clean and quiet.","Date of experience: September 27, 2018"
Friendly and competent staff,"Friendly and competent staff, great food and comfortable beds. What more could you ask for?","Date of experience: September 27, 2018"
Reservations were made back in February…,Reservations were made back in February and no issues with the booking. Hotel was clean and comfortable. It was located within a short distance of where we were visiting.,"Date of experience: September 26, 2018"
This hotel was the best hotel I have…,"This hotel was the best hotel I have stayed in, spacious, breakfast was very good, staff was so nice.  I was offered a upgrade without asking,  the upgrade almost doubled my original room.  The hotel is beautiful and very good location, well worth the money.  Very clean.","Date of experience: September 26, 2018"
I am not very good at internet bookings…,I am not very good at internet bookings but this went really well for me. Easy to use web page.,"Date of experience: September 26, 2018"
Nonrefundable payment after cancellation.,"We were on vacation in September in the Maritime Provinces of Canada. We decided to cancel our Prince Edward Island portion and stay in Nova Scotia. We had made our hotel reservation thru Hotelsone.com and cancelled on line. There was no notice or warning that our prepayment was nonrefundable. So in looking for the refund and not finding it, I start closely examining our confirmation of cancellation we got AFTER we cancelled and discover to my horror that there is a hidden notice that the $549.64 payment was NONREFUNDABLE. Their business practices are tantamount to a scam. I will never use the site again.  If you use them, make sure there is absolutely no way you would need to cancel.","Date of experience: September 26, 2018"
I got what I went for,I got what I went for. They were very good EBYPRC,"Date of experience: September 25, 2018"
Everything was just perfect.,No body text,"Date of experience: September 25, 2018"
Good hotel I would stay again.,No body text,"Date of experience: September 25, 2018"
Very nice staff and most importantly it…,Very nice staff and most importantly it was clean!,"Date of experience: September 25, 2018"
This hotel was highly recommended by…,This hotel was highly recommended by friends. Your website for booking was the easiest and fasted booking I have ever encountered!,"Date of experience: September 24, 2018"
Good site,Easy to use website and good description of the hotels.,"Date of experience: September 23, 2018"
Beautiful,"Beautiful, stylish hotel. Excellent staff service. Would definitely stay again.","Date of experience: September 23, 2018"
"Yes, good place","Yes, we did not have any problems. Very good place to make your reservations","Date of experience: September 23, 2018"
Wonderful friendly staff,No body text,"Date of experience: September 23, 2018"
Very easy site to work with,No body text,"Date of experience: September 23, 2018"
Loved the price,Loved the price and the bed was very comfortable.,"Date of experience: September 23, 2018"
Excellent.I would recommend this…,Excellent.I would recommend this company to anyone.,"Date of experience: September 22, 2018"
Easy to use,Easy to use. Prices and all other information very accurate.,"Date of experience: September 21, 2018"
No complaints,"My reservation was for one night.  The hotel is clean, service was good, pleasant stay","Date of experience: September 21, 2018"
Liked your site,No body text,"Date of experience: September 21, 2018"
Place is awesome!!!!,Place is awesome.  Staff are just so nice and genuinely pleasant.  You have everything you need right there!  We will be back.,"Date of experience: September 20, 2018"
Hotel was lovely,"Hotel was lovely, room very nice, they really need to look at some of there staff, one bar worker was very rude to me after I had been told by reception to go and ask him regarding an order, the breakfast waitress fails to tell you what the procedure is and shouts when you go to the buffet which is for a wedding party, but how was we to know,The night porter on the other hand was excellent he could not do enoughto help,","Date of experience: September 19, 2018"
hassle free booking and a1…,hassle free booking and a1 communication from booking to coming home would def recommending this company to family and friends,"Date of experience: September 19, 2018"
excellen job,No body text,"Date of experience: September 19, 2018"
Stay Hotel St. Michael,My stay at the Hotel St. Michael in downtown Prescott was wonderful. Jennifer at the front desk courteous and helpful! Great service and nice room for an old hotel. Lots of history! Bistro served a delicious breakfast that I didn't realize was included in my room rate. Nice surprise plus was able to order off the menu! Not a buffet with fake eggs! Would definitely stay there again.,"Date of experience: September 19, 2018"
Very helpful representative,No body text,"Date of experience: September 19, 2018"
Easy booking experience,"My honest opinion is a seamless experience I. Booking my reservation at one of the properties you represent.Happy with result, easy to do.","Date of experience: September 19, 2018"
You had a software glitch with a pop-up…,You had a software glitch with a pop-up window covering the name of the lodging on the conformation page.Your review page is broken.,"Date of experience: September 18, 2018"
Very pleased with the service.,"When I couldn't afford what they were asking for one Hotel, they found another hotel that was affordable.  I was very pleased with the service.","Date of experience: September 17, 2018"
Look no further.,"Look no further.For a reliable, safe and excellent location this motel is the one for you. It also offers a lovely restaurant if you wish to dine in.","Date of experience: September 17, 2018"
The best hotel in Surprise!,"The best hotel in Surprise!! Very nice staff, great price! Great location. Always very clean.","Date of experience: September 16, 2018"
One of the easiest websites I have ever…,One of the easiest websites I have ever used .,"Date of experience: September 14, 2018"
The website is easy to uses d we were…,The website is easy to uses d we were very happy with the hotel,"Date of experience: September 14, 2018"
ideal for short stay,Clean . Comfortable bed. Quiet. Helpful and friendly staff. Ideal central position for various attractions/shopping . Parking on site at very reasonable rate.Breakfast fine .  Used this hotel before and would be first choice for other short stays. Generally good value for money.,"Date of experience: September 14, 2018"
Excellent site with easy navigation,"Excellent site with easy navigation, would use again any time I needed to make a reservation.","Date of experience: September 12, 2018"
user friendly quick and easy,user friendly quick and easy. thanks,"Date of experience: September 09, 2018"
Excellent location to Brisbane city and…,Excellent location to Brisbane city and sthbank with a short walk over the bridge. Also very comfortable with great in house service.,"Date of experience: September 08, 2018"
BUYER BEWARE,BUYER BEWAREWhy when you make a booking in Canada in a canadian hotel the currency you use is US Dollars?????? This is a totall ripoff and I fell for it. SHAME ON YOU.  I will never again use your HOTELSONE website as I feel I have been ripped off!!!!,"Date of experience: September 08, 2018"
Have done this review,No body text,"Date of experience: September 08, 2018"
Well I just booked our room and I…,Well I just booked our room and I noticed that I accidentally put a different letter in my email address and did not get the confirmation email I attempted to call the costumer service line to get the email changed and they spoke very fast couldn’t understand them and then hung up on me three times I finally just called the actual hotel and confirmed our room only to find out if I would have just called that hotel in the first place it would have been 13$ cheaper ugh!!!,"Date of experience: September 08, 2018"
Very easy to use and fast,Very easy to use and fast.   Had my room booked in under 2 minutes :),"Date of experience: September 07, 2018"
The only fault I found was that the…,The only fault I found was that the pleats at breakfast were coldso the food went cold quickly,"Date of experience: September 07, 2018"
Great location (for me),"Great location (for me), friendly attentive staff, great room, wi-fi etc. The only issue I had was the lack of choice on the menu as you're literally a captive audience.","Date of experience: September 07, 2018"
The facility was excellent for my need,The facility was excellent for my need. I would certainly use them again.,"Date of experience: September 07, 2018"
No problems,"No problems, I Knew where to stay, the hotel uses HotelsOne for booking. Had no problems.","Date of experience: September 07, 2018"
Only discovered HotelsOne this year but…,Only discovered HotelsOne this year but now wouldn’t book with anyone else.Excellent!,"Date of experience: September 06, 2018"
Had no problems and easy to use,Had no problems,"Date of experience: September 05, 2018"
Enjoyable stay,Beautiful hotel in a good location.,"Date of experience: September 04, 2018"
It was easy set up but I wish it had…,It was easy set up but I wish it had commits for a block room area for weddings blocks. Thank you Amy,"Date of experience: September 04, 2018"
We loved the black fox log it was a…,We loved the black fox log it was a very nice hotel.. The staff was very friendly and helpful. Our family will   Definitely  be staying there again!!,"Date of experience: September 04, 2018"
Great location,"Great location, and harbour views.Easy access. Walking distance to shoppingFriendly, helpful staff.Spacious room,","Date of experience: September 03, 2018"
Trouble accessing apartments with HotelsOne,"I booked some serviced apartments through HotelsOne, which I could only access by ringing someone. HotelOne provided the number, but it was wrong and they apparently had problems getting the right phone number form the owner. I had to book alternative accommodation and initially HotelsOne would not refund me. They did refund me in full after I complained and I do appreciate that.","Date of experience: September 03, 2018"
Bed was good.good shower.the blind made…,Bed was good.good shower.the blind made the room dark,"Date of experience: September 02, 2018"
Price fits Location for my visit for…,"Price fits Location for my visit for Concert in Chesapeake, Va!","Date of experience: September 02, 2018"
Good customer service,"Had to make changes to reservation, customer service was very accommodating, friendly and received credit within next billing cycle.","Date of experience: September 02, 2018"
Motel booking,"The operator was courteous, patient and efficient in booking the accommodation. Would definitely use HotelsOne again in the future.","Date of experience: September 02, 2018"
Enjoyed the stay. Would definitely return.,Enjoyed our stay. Would definitely return.,"Date of experience: September 02, 2018"
Every time we stay it is awesome great…,Every time we stay it is awesome great rest.,"Date of experience: September 02, 2018"
Reception staff were excellent,"Reception staff were excellent. Room as expected,clean and comfortable.We were charged for an additional unused item from the minibar. Food in the restaurant was above expectations. Both had snapper, it was excellent.Service staff in the restaurant doubled over each other and on two occasions believed that the other had taken our order while we sat waiting to be served.","Date of experience: September 01, 2018"
Smooth booking experience.,No body text,"Date of experience: September 01, 2018"
Good value for money so close to the city centre.,Good value for money so close to the city centre. Room small but adequate. Clean and tidy. Just would have liked a curtain on the window. However being glazed did block out some light. Would stay again.,"Date of experience: September 01, 2018"
HotelsOne was great,"HotelsOne was great, we stayed at Fogcatcher Inn and that was a wonderful, peaceful stay, beautiful location, great food in the morning.. Suite was laid out perfectly!We would do that again for sure!","Date of experience: September 01, 2018"
Everything went just as planned…,Everything went just as planned through HotelsOne so I have no problems using them again.,"Date of experience: September 01, 2018"
Smashin,Smashin TopThe best,"Date of experience: August 31, 2018"
Easy to use,"Easy to use, no issues at the hotel.","Date of experience: August 31, 2018"
Chch stop over,We didn’t get into Chch till late at night and the room was cold and curtains opened. It was cold when we got into bed and there were no spare blankets. Could have left the heat pump on but I don’t like sleeping with them on. On the plus side room was very clean and bed was comfortable. There was tea making facilities.,"Date of experience: August 31, 2018"
Quick and easy reservation process.,No body text,"Date of experience: August 31, 2018"
To expensive for little you get,"I didn’t understand the concept of going through the bistro then get a pass out enter a residential building to access the pool also I think the policy of the $100 Bond is misleading as breakfast was charged on a seperate transaction on my cc and it doesn’t take 3 days to clear it took 7 days very stressful. I ordered room service was cold and was given French fries with my bacon and egg roll for breakfast which were cold and not very enjoyable, the only advantage of this hotel is location, I will not be staying her again but for the price and overall experience will be booking in China town next time.","Date of experience: August 31, 2018"
A Recommended Stay…,"My son and I stayed at Hampton Inn Akron-South for three nights.  The staff were good and the hotel and room we stayed in were modern and clean. In addition, the room we stayed in was spacious and the beds were comfortable. The complementary breakfast was good and included a variety of omelettes and meats, dry cereal, oatmeal, waffle maker, fruit and yogurt as well as coffee and juices. The hotel location is ideal and is only 20 minutes from the National Football Hall of Fame in Canton, OH. This is the second Hampton Inn we've stayed at and it seems to be one of the better hotel chains.","Date of experience: August 29, 2018"
Nice pace to stay,Nice pace to stay. The staff are very nice & helpful,"Date of experience: August 29, 2018"
Dee58,The hotel rm could have been bigger.but i loved the balcony.,"Date of experience: August 28, 2018"
The hotel was in excellent shape,"The hotel was in excellent shape. Our room was beautiful,  clean and spacious. Decorated beautifully and also.a great view of Beverly Hills. We will definitely visit again. The room service was excellent too. With a very accommodating staff.","Date of experience: August 28, 2018"
Good staff all around,"Good staff all around. Rooms are clean, but the first floor a little damp.","Date of experience: August 28, 2018"
A return customer to Big Game Bimini,"A return customer to Big Game Bimini, but the first time actually booking through HotelsOne. The experience was a satisfied result, would recommend HotelsOne highly!!!!","Date of experience: August 28, 2018"
Basic hotel,"Basic hotel. We got what we needed, a clean room, good shower, and a comfortable bed. Tim Hortons right next door was a huge plus for me.  Looked like they were updating rooms. New floor and recently painted. All in all, was a good deal for the money.","Date of experience: August 28, 2018"
Great service,"Great service. Everything perfect, ( Apart from the fact I am getting old!)","Date of experience: August 28, 2018"
"Good location ,adequately described by…","Good location ,adequately described by HotelsOne","Date of experience: August 27, 2018"
Great,Evceryrthing was Great,"Date of experience: August 27, 2018"
Nice clean place friendly helpful…,"Nice clean place friendly helpful employees, great free breakfast included with stay. I would use them again.","Date of experience: August 27, 2018"
Beautifully restored Victorian homeStepback in time.,Beautifully restored Victorian home! Wonderful staff! Love staying there! Would definitely stay there again!,"Date of experience: August 27, 2018"
Easy way to book a room,No body text,"Date of experience: August 27, 2018"
Great service,No body text,"Date of experience: August 26, 2018"
Happiness,They did everything to make sure our rooms were inter connecting for more privacy.  It was very nice and everyone went out of their way to make sure we had a great stay.                Thank you ever so much.,"Date of experience: August 26, 2018"
Hotel and room were very good,No body text,"Date of experience: August 26, 2018"
No problems with booking,No body text,"Date of experience: August 26, 2018"
Great place to stay,"Great place to stay, very handy and comfortable.","Date of experience: August 26, 2018"
I enjoyed my 3 day stay,I enjoyed my 3 day stay.  The pet friendly room looked and smelt clean.  The bedding very obviously clean.  Front staff were friendly.  Complimentary breakfast offered many  choices.  I didn't like the hot items but there was enough of everything else so it wasn't a problem. Children and parents alike seemed to enjoy the waffles. The pool was enjoyed by other visitors..I was pleased that it was quiet early so I had  a good night sleep.,"Date of experience: August 26, 2018"
Super easy to book,No body text,"Date of experience: August 25, 2018"
Excellent Hotel..perfect location,"Excellent Hotel..perfect location, and the staff / accomadations were GREAT !!","Date of experience: August 24, 2018"
When booking via phone,"When booking via phone, I had a lot of trouble understanding the telephonist and had to ask him to slow down a few times to try and understand him. I must have understood enough as my booking was made and all went well.","Date of experience: August 24, 2018"
Nice,"Nice, clean hotel.  Breakfast was awesome.  Swimming pool was really small.  Staff was friendly and helpful.  Will stay again.","Date of experience: August 24, 2018"
Appalling service,"Appalling service, a very poor experience overall and rude unhelpful staff. This applies to the service from Expedia, and not from the hotel itself where the service was first class in every way! Expedia and HotelsOne were incompetent and the service was truly appalling!","Date of experience: August 24, 2018"
Very clean,"Very clean. We stayed on Sunday and Monday nights. Price was very goodThe grounds where very clean. Close to wineries. Has a restaurant, we had breakfast. Very good","Date of experience: August 23, 2018"
I checked the room 15 minutes before &…,I checked the room 15 minutes before & was $144. Then it went up over $150,"Date of experience: August 23, 2018"
Traveling with pets?,"I needed help to find a hotel while traveling with my dog.  Hotelsone.com came to my rescue many times. Only one problem....there was no way for them to heal with actual directions to the hotel that they helped me book.  Was actually told ""good luck"".","Date of experience: August 22, 2018"
Hotels one  used false advertising and…,Hotels one  used false advertising and mislead me on my reservation search.  Do not use this company it is a scam.,"Date of experience: August 22, 2018"
Professional and Positive,"Great experience booking, even when we had to cancel one of our rooms.Very professional and positive!","Date of experience: August 22, 2018"
We enjoyed our stay at the Gateway in…,We enjoyed our stay at the Gateway in Nadi. We have stayed there many times as it is so convenient being across the road from the airport. Our room was very comfortable and clean and we enjoyed our meal at the restaurant,"Date of experience: August 22, 2018"
Best hotel experience,Best hotel experience. Quality of services,"Date of experience: August 22, 2018"
booking worked well,No body text,"Date of experience: August 21, 2018"
GREAT PLCE TO STAY!,No body text,"Date of experience: August 21, 2018"
Very good service no problem when…,Very good service no problem when booking the hotel that I wanted.,"Date of experience: August 21, 2018"
Booking a hotel.,Easy access to site in order to find a deal for booking a hotel. Simple and straight forward to understand.,"Date of experience: August 21, 2018"
Very easy to book and pay,"Very easy to book and pay, seamless experience.","Date of experience: August 21, 2018"
I called today Aug 20th to make…,"I called today Aug 20th to make reservations for Sept 9th and 10th which was confirmed and would send an email, but I never received one.I have been staying at the Fairfield Inn for over 20 years to play in a golf tournament. - you must have my name on records.Bob Reynolds15643 W. Desert Crown WaySurprise, Az 85374(623) 544-7562emailt","Date of experience: August 21, 2018"
efficient,"efficient, safe booking and great price","Date of experience: August 21, 2018"
FAST and EASY to use website,"FAST and EASY to use website. I don't see any shortcomings  with with the site, quickest way to book this hotel.","Date of experience: August 20, 2018"
Went very smoothly,"Went very smoothly, no problems at all with booking etc.","Date of experience: August 20, 2018"
The hotel did not accept why i didnt…,"The hotel did not accept why i didnt stay orr show or cancel as i live in  sudburry hotel was in Toronto,  my mother had a stroke so the only thing on my mind was to get back to her  aid , hi understand if I'm not there by 10 I'm not coming give the room away  don't charge my 140.41 I'm on a fixed in come and for that now I can't pay my rent .and the other reason i didnt show up was because i never did receive a confirmation email so i didn't think the reservation went through.and i did not get a confirmation from thehotel either .Monte Carlo.","Date of experience: August 20, 2018"
Great Hotel,"Great Hotel, Location and view are awesome","Date of experience: August 20, 2018"
Great hotel,Great hotel. Very clean. Great continental breakfast also. Friendly staff.,"Date of experience: August 20, 2018"
Great customer service,"Great customer service, well furnished and comfortable room.  Not much else to say really.","Date of experience: August 20, 2018"
HotelsOne,They had a hotel we needed at the right price thank you,"Date of experience: August 20, 2018"
It was most definitely a 4.6 rating in…,It was most definitely a 4.6 rating in the hotel i stayed in .The staff were outstanding .I like booking through hotels.com as they are very helpful.,"Date of experience: August 20, 2018"
Helpful,"Easy, fast, great selection. If you have a problem call them and they will not let you go till fix. Ex.  Email was typed wrong, not a problem fixed and couldn’t do enough for me b","Date of experience: August 20, 2018"
Simple,"Simple, easy to navigate and make a booking.","Date of experience: August 19, 2018"
Easy and fast.,No body text,"Date of experience: August 19, 2018"
Exceedingly friendly and helpful staff.,No body text,"Date of experience: August 19, 2018"
rooms are nice and quiet,rooms are nice and quiet . Staff is great . Now if the jacuzzi would stay open a little later would be great./,"Date of experience: August 19, 2018"
Comfortable bed,"Comfortable bed, quiet at night, cool A/C blowing, microwave, cold mini fridge! A working iron and ironing board! Television size was perfect-over all, we had a good time there.","Date of experience: August 19, 2018"
Perfect!,My first experience with this company and it was perfect! We got exactly what we expected. They even changed the reservation for us when I needed to reschedule. It was painless!,"Date of experience: August 19, 2018"
2018 Fair visitors,Clean and friendly Hotel ! Had 3 rooms for two nights for our family and all were spacious and beds comfortable !  Breakfast was pretty good and pool and Hot tub were appreciated after a long day at State Fair. Enjoyed the refrigerator and microwave in the rooms.  Definitely worth the money we paid !  Outside looks a bit outdated but it’s all renovated inside. Definitely will go there again!,"Date of experience: August 19, 2018"
Takes the work out oder fun.,Easy to work with.  True to their word,"Date of experience: August 19, 2018"
